Timestamp,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right
"2024-06-08 18:42:23,565",297,177,380,177,1,0,0,0
"2024-06-08 18:42:23,631",298,178,381,179,1,0,0,0
"2024-06-08 18:42:23,697",298,178,382,177,1,0,0,0
"2024-06-08 18:42:23,764",299,180,382,178,1,0,0,0
"2024-06-08 18:42:23,831",300,179,381,178,1,0,0,0
"2024-06-08 18:42:23,898",301,177,381,177,1,0,0,0
"2024-06-08 18:42:23,964",300,177,381,177,1,0,0,0
"2024-06-08 18:42:24,030",299,177,380,177,1,0,0,0
"2024-06-08 18:42:24,098",298,178,380,178,1,0,0,0
"2024-06-08 18:42:24,165",298,178,381,178,1,0,0,0
"2024-06-08 18:42:24,231",298,179,381,178,1,0,0,0
"2024-06-08 18:42:24,298",298,178,381,179,1,0,0,0
"2024-06-08 18:42:24,364",298,178,380,179,1,0,0,0
"2024-06-08 18:42:24,431",298,179,380,178,1,0,0,0
"2024-06-08 18:42:24,497",298,178,380,179,1,0,0,0
"2024-06-08 18:42:24,563",297,178,380,179,1,0,0,0
"2024-06-08 18:42:24,629",298,179,381,179,1,0,0,0
"2024-06-08 18:42:24,698",297,178,381,179,1,0,0,0
"2024-06-08 18:42:24,766",298,179,379,180,1,0,0,0
"2024-06-08 18:42:24,828",298,178,379,181,1,0,0,0
"2024-06-08 18:42:24,898",298,179,380,180,1,0,0,0
"2024-06-08 18:42:24,964",297,180,380,180,0,1,0,0
"2024-06-08 18:42:25,030",296,180,378,180,1,0,0,0
"2024-06-08 18:42:25,098",297,180,379,180,1,0,0,0
"2024-06-08 18:42:25,165",297,180,379,178,1,0,0,0
"2024-06-08 18:42:25,231",297,180,379,180,1,0,0,0
"2024-06-08 18:42:25,298",296,180,380,180,1,0,0,0
"2024-06-08 18:42:25,364",296,180,380,180,1,0,0,0
"2024-06-08 18:42:25,431",296,180,379,180,1,0,0,0
"2024-06-08 18:42:25,497",295,179,378,179,1,0,0,0
"2024-06-08 18:42:25,565",295,180,378,179,1,0,0,0
"2024-06-08 18:42:25,629",,,,,0,0,0,0
"2024-06-08 18:42:25,695",291,180,376,180,1,0,0,0
"2024-06-08 18:42:25,763",291,181,374,180,1,0,0,0
"2024-06-08 18:42:25,829",290,181,374,180,1,0,0,0
"2024-06-08 18:42:25,897",290,179,374,180,1,0,0,0
"2024-06-08 18:42:25,963",290,180,373,181,1,0,0,0
"2024-06-08 18:42:26,030",289,181,373,180,0,0,1,0
"2024-06-08 18:42:26,096",289,181,374,180,0,0,1,0
"2024-06-08 18:42:26,163",291,181,375,181,0,0,1,0
"2024-06-08 18:42:26,228",291,182,375,181,1,0,0,0
"2024-06-08 18:42:26,297",291,181,373,180,0,0,1,0
"2024-06-08 18:42:26,364",290,182,375,181,0,0,1,0
"2024-06-08 18:42:26,430",290,180,374,179,0,0,1,0
"2024-06-08 18:42:26,497",290,180,374,179,0,0,1,0
"2024-06-08 18:42:26,564",290,180,374,179,0,0,1,0
"2024-06-08 18:42:26,630",289,181,373,178,0,1,0,0
"2024-06-08 18:42:26,695",288,179,374,177,0,1,0,0
"2024-06-08 18:42:26,762",288,178,373,177,0,1,0,0
"2024-06-08 18:42:26,831",288,179,372,176,0,1,0,0
"2024-06-08 18:42:26,897",288,178,372,175,1,0,0,0
"2024-06-08 18:42:26,964",286,177,372,177,1,0,0,0
"2024-06-08 18:42:27,030",285,177,371,177,1,0,0,0
"2024-06-08 18:42:27,096",286,178,370,175,0,1,0,0
"2024-06-08 18:42:27,164",,,,,0,0,0,0
"2024-06-08 18:42:27,228",,,,,0,0,0,0
"2024-06-08 18:42:27,295",284,179,368,178,0,1,0,0
"2024-06-08 18:42:27,363",284,178,369,177,0,1,0,0
"2024-06-08 18:42:27,430",284,180,368,178,0,1,0,0
"2024-06-08 18:42:27,497",,,,,0,0,0,0
"2024-06-08 18:42:27,561",,,,,0,0,0,0
"2024-06-08 18:42:27,630",,,,,0,0,0,0
"2024-06-08 18:42:27,695",283,183,369,179,1,0,0,0
"2024-06-08 18:42:27,764",284,183,368,180,1,0,0,0
"2024-06-08 18:42:27,828",284,182,368,179,1,0,0,0
"2024-06-08 18:42:27,891",284,182,368,179,1,0,0,0
"2024-06-08 18:42:27,927",284,182,367,180,1,0,0,0
"2024-06-08 18:42:27,997",284,182,367,180,1,0,0,0
"2024-06-08 18:42:28,063",283,182,367,180,1,0,0,0
"2024-06-08 18:42:28,131",283,182,366,179,1,0,0,0
"2024-06-08 18:42:28,166",283,182,367,178,1,0,0,0
"2024-06-08 18:42:28,228",282,182,367,177,1,0,0,0
"2024-06-08 18:42:28,295",283,182,367,179,1,0,0,0
"2024-06-08 18:42:28,363",282,183,366,179,1,0,0,0
"2024-06-08 18:42:28,429",281,181,365,176,1,0,0,0
"2024-06-08 18:42:28,497",281,181,364,178,1,0,0,0
"2024-06-08 18:42:28,563",282,181,365,180,1,0,0,0
"2024-06-08 18:42:28,630",282,183,367,179,1,0,0,0
"2024-06-08 18:42:28,696",282,183,366,181,1,0,0,0
"2024-06-08 18:42:28,763",283,184,366,180,1,0,0,0
"2024-06-08 18:42:28,830",282,183,366,181,1,0,0,0
"2024-06-08 18:42:28,897",281,183,366,182,1,0,0,0
"2024-06-08 18:42:28,962",283,183,368,182,1,0,0,0
"2024-06-08 18:42:29,030",284,184,370,182,0,1,0,0
"2024-06-08 18:42:29,096",284,183,371,181,0,1,0,0
"2024-06-08 18:42:29,163",284,183,369,181,0,0,1,0
"2024-06-08 18:42:29,229",281,184,365,182,1,0,0,0
"2024-06-08 18:42:29,296",279,185,362,182,1,0,0,0
"2024-06-08 18:42:29,362",280,184,364,181,1,0,0,0
"2024-06-08 18:42:29,429",279,187,366,184,0,1,0,0
"2024-06-08 18:42:29,496",279,189,364,185,0,1,0,0
"2024-06-08 18:42:29,563",278,189,364,185,0,1,0,0
"2024-06-08 18:42:29,629",279,187,364,183,1,0,0,0
"2024-06-08 18:42:29,694",280,185,363,182,1,0,0,0
"2024-06-08 18:42:29,763",284,183,365,181,1,0,0,0
"2024-06-08 18:42:29,829",281,183,363,181,1,0,0,0
"2024-06-08 18:42:29,896",,,,,0,0,0,0
"2024-06-08 18:42:29,960",,,,,0,0,0,0
"2024-06-08 18:42:30,027",277,179,354,177,1,0,0,0
"2024-06-08 18:42:30,096",277,179,351,177,1,0,0,0
"2024-06-08 18:42:30,162",,,,,0,0,0,0
"2024-06-08 18:42:30,227",277,179,349,175,1,0,0,0
"2024-06-08 18:42:30,296",275,178,349,174,1,0,0,0
"2024-06-08 18:42:30,363",276,178,348,176,1,0,0,0
"2024-06-08 18:42:30,429",273,179,348,176,1,0,0,0
"2024-06-08 18:42:30,496",,,,,0,0,0,0
"2024-06-08 18:42:30,561",,,,,0,0,0,0
"2024-06-08 18:42:30,626",,,,,0,0,0,0
"2024-06-08 18:42:30,693",,,,,0,0,0,0
"2024-06-08 18:42:30,760",,,,,0,0,0,0
"2024-06-08 18:42:30,827",,,,,0,0,0,0
"2024-06-08 18:42:30,894",,,,,0,0,0,0
"2024-06-08 18:42:30,961",,,,,0,0,0,0
"2024-06-08 18:42:31,027",,,,,0,0,0,0
"2024-06-08 18:42:31,093",,,,,0,0,0,0
"2024-06-08 18:42:31,162",243,220,322,207,1,0,0,0
"2024-06-08 18:42:31,228",255,219,318,208,1,0,0,0
"2024-06-08 18:42:31,293",,,,,0,0,0,0
"2024-06-08 18:42:31,359",,,,,0,0,0,0
"2024-06-08 18:42:31,426",,,,,0,0,0,0
"2024-06-08 18:42:31,493",,,,,0,0,0,0
"2024-06-08 18:42:31,559",,,,,0,0,0,0
"2024-06-08 18:42:31,626",,,,,0,0,0,0
"2024-06-08 18:42:31,692",,,,,0,0,0,0
"2024-06-08 18:42:31,759",,,,,0,0,0,0
"2024-06-08 18:42:31,826",,,,,0,0,0,0
"2024-06-08 18:42:31,893",,,,,0,0,0,0
"2024-06-08 18:42:31,960",,,,,0,0,0,0
"2024-06-08 18:42:32,026",,,,,0,0,0,0
"2024-06-08 18:42:32,093",,,,,0,0,0,0
"2024-06-08 18:42:32,159",,,,,0,0,0,0
"2024-06-08 18:42:32,226",,,,,0,0,0,0
"2024-06-08 18:42:32,292",,,,,0,0,0,0
"2024-06-08 18:42:32,358",,,,,0,0,0,0
"2024-06-08 18:42:32,427",,,,,0,0,0,0
"2024-06-08 18:42:32,492",,,,,0,0,0,0
"2024-06-08 18:42:32,559",,,,,0,0,0,0
"2024-06-08 18:42:32,626",,,,,0,0,0,0
"2024-06-08 18:42:32,692",,,,,0,0,0,0
"2024-06-08 18:42:32,759",,,,,0,0,0,0
"2024-06-08 18:42:32,825",,,,,0,0,0,0
"2024-06-08 18:42:32,895",277,205,354,200,1,0,0,0
"2024-06-08 18:42:32,961",281,195,363,200,1,0,0,0
"2024-06-08 18:42:33,027",292,203,370,201,1,0,0,0
"2024-06-08 18:42:33,094",300,201,379,202,1,0,0,0
"2024-06-08 18:42:33,161",305,203,385,205,1,0,0,0
"2024-06-08 18:42:33,228",310,204,391,207,0,0,1,0
"2024-06-08 18:42:33,293",312,204,396,207,1,0,0,0
"2024-06-08 18:42:33,361",313,199,400,203,1,0,0,0
"2024-06-08 18:42:33,427",315,194,405,198,1,0,0,0
"2024-06-08 18:42:33,494",318,191,409,195,1,0,0,0
"2024-06-08 18:42:33,560",322,190,415,193,1,0,0,0
"2024-06-08 18:42:33,626",323,189,420,193,1,0,0,0
"2024-06-08 18:42:33,692",326,187,424,192,1,0,0,0
"2024-06-08 18:42:33,759",328,186,428,190,1,0,0,0
"2024-06-08 18:42:33,827",329,184,432,188,1,0,0,0
"2024-06-08 18:42:33,894",330,185,435,187,1,0,0,0
"2024-06-08 18:42:33,960",333,187,440,195,1,0,0,0
"2024-06-08 18:42:34,027",334,189,443,193,0,0,1,0
"2024-06-08 18:42:34,092",337,191,445,194,0,0,1,0
"2024-06-08 18:42:34,158",336,193,446,199,0,0,1,0
"2024-06-08 18:42:34,226",335,195,442,199,0,1,0,0
"2024-06-08 18:42:34,293",329,199,437,202,1,0,0,0
"2024-06-08 18:42:34,356",319,198,427,204,1,0,0,0
"2024-06-08 18:42:34,427",311,200,420,206,1,0,0,0
"2024-06-08 18:42:34,493",307,202,415,206,1,0,0,0
"2024-06-08 18:42:34,559",306,201,410,207,1,0,0,0
"2024-06-08 18:42:34,625",306,202,409,206,1,0,0,0
"2024-06-08 18:42:34,692",304,201,407,205,1,0,0,0
"2024-06-08 18:42:34,758",304,201,406,205,1,0,0,0
"2024-06-08 18:42:34,821",303,201,404,204,1,0,0,0
"2024-06-08 18:42:34,855",301,201,402,204,1,0,0,0
"2024-06-08 18:42:34,889",301,201,401,204,1,0,0,0
"2024-06-08 18:42:34,959",298,202,399,205,1,0,0,0
"2024-06-08 18:42:35,026",297,203,397,206,0,1,0,0
"2024-06-08 18:42:35,092",294,204,395,206,1,0,0,0
"2024-06-08 18:42:35,158",294,205,395,208,1,0,0,0
"2024-06-08 18:42:35,227",327,203,396,204,1,0,0,0
"2024-06-08 18:42:35,293",295,206,396,208,1,0,0,0
"2024-06-08 18:42:35,359",296,205,394,209,1,0,0,0
"2024-06-08 18:42:35,426",296,207,395,208,1,0,0,0
"2024-06-08 18:42:35,492",296,208,397,210,1,0,0,0
"2024-06-08 18:42:35,558",300,206,398,209,1,0,0,0
"2024-06-08 18:42:35,623",,,,,0,0,0,0
"2024-06-08 18:42:35,692",300,209,402,211,1,0,0,0
"2024-06-08 18:42:35,760",302,208,403,210,1,0,0,0
"2024-06-08 18:42:35,825",302,210,402,212,1,0,0,0
"2024-06-08 18:42:35,890",303,209,404,209,1,0,0,0
"2024-06-08 18:42:35,958",302,210,407,209,1,0,0,0
"2024-06-08 18:42:36,025",303,210,403,212,1,0,0,0
"2024-06-08 18:42:36,092",301,210,402,212,1,0,0,0
"2024-06-08 18:42:36,158",301,209,404,207,1,0,0,0
"2024-06-08 18:42:36,226",300,212,401,213,1,0,0,0
"2024-06-08 18:42:36,291",301,209,401,211,1,0,0,0
"2024-06-08 18:42:36,358",299,209,401,211,1,0,0,0
"2024-06-08 18:42:36,424",300,210,401,213,1,0,0,0
"2024-06-08 18:42:36,493",301,210,402,213,1,0,0,0
"2024-06-08 18:42:36,559",301,209,403,209,1,0,0,0
"2024-06-08 18:42:36,626",301,209,403,212,1,0,0,0
"2024-06-08 18:42:36,692",301,209,403,213,1,0,0,0
"2024-06-08 18:42:36,757",301,209,404,212,1,0,0,0
"2024-06-08 18:42:36,825",301,210,402,213,1,0,0,0
"2024-06-08 18:42:36,891",301,210,404,213,1,0,0,0
"2024-06-08 18:42:36,959",302,210,409,211,1,0,0,0
"2024-06-08 18:42:37,026",,,,,0,0,0,0
"2024-06-08 18:42:37,092",,,,,0,0,0,0
"2024-06-08 18:42:37,158",,,,,0,0,0,0
"2024-06-08 18:42:37,225",,,,,0,0,0,0
"2024-06-08 18:42:37,295",311,208,416,215,0,0,1,0
"2024-06-08 18:42:37,359",,,,,0,0,0,0
"2024-06-08 18:42:37,424",,,,,0,0,0,0
"2024-06-08 18:42:37,490",321,210,425,212,0,0,1,0
"2024-06-08 18:42:37,558",,,,,0,0,0,0
"2024-06-08 18:42:37,624",326,208,430,212,0,0,1,0
"2024-06-08 18:42:37,692",,,,,0,0,0,0
"2024-06-08 18:42:37,758",329,208,429,212,0,0,1,0
"2024-06-08 18:42:37,825",,,,,0,0,0,0
"2024-06-08 18:42:37,891",,,,,0,0,0,0
"2024-06-08 18:42:37,958",,,,,0,0,0,0
"2024-06-08 18:42:38,025",,,,,0,0,0,0
"2024-06-08 18:42:38,090",,,,,0,0,0,0
"2024-06-08 18:42:38,157",,,,,0,0,0,0
"2024-06-08 18:42:38,223",,,,,0,0,0,0
"2024-06-08 18:42:38,290",,,,,0,0,0,0
"2024-06-08 18:42:38,357",332,198,441,200,0,0,1,0
"2024-06-08 18:42:38,424",332,197,440,201,0,1,0,0
"2024-06-08 18:42:38,488",,,,,0,0,0,0
"2024-06-08 18:42:38,526",,,,,0,0,0,0
"2024-06-08 18:42:38,588",,,,,0,0,0,0
"2024-06-08 18:42:38,653",,,,,0,0,0,0
"2024-06-08 18:42:38,689",,,,,0,0,0,0
"2024-06-08 18:42:38,757",,,,,0,0,0,0
"2024-06-08 18:42:38,821",,,,,0,0,0,0
"2024-06-08 18:42:38,887",,,,,0,0,0,0
"2024-06-08 18:42:38,954",,,,,0,0,0,0
"2024-06-08 18:42:39,021",,,,,0,0,0,0
"2024-06-08 18:42:39,088",,,,,0,0,0,0
"2024-06-08 18:42:39,127",,,,,0,0,0,0
"2024-06-08 18:42:39,201",,,,,0,0,0,0
"2024-06-08 18:42:39,256",,,,,0,0,0,0
"2024-06-08 18:42:39,319",,,,,0,0,0,0
"2024-06-08 18:42:39,355",,,,,0,0,0,0
"2024-06-08 18:42:39,422",,,,,0,0,0,0
"2024-06-08 18:42:39,486",,,,,0,0,0,0
"2024-06-08 18:42:39,520",,,,,0,0,0,0
"2024-06-08 18:42:39,588",,,,,0,0,0,0
"2024-06-08 18:42:39,656",343,203,442,203,0,1,0,0
"2024-06-08 18:42:39,721",,,,,0,0,0,0
"2024-06-08 18:42:39,787",,,,,0,0,0,0
"2024-06-08 18:42:39,858",,,,,0,0,0,0
"2024-06-08 18:42:39,930",,,,,0,0,0,0
"2024-06-08 18:42:39,991",,,,,0,0,0,0
