Timestamp,Left Pupil X,Left Pupil Y,Right Pupil X,Right Pupil Y,Blinking,Looking Center,Looking Left,Looking Right
"2024-06-08 20:46:33,144",594,382,712,374,0,1,0,0
"2024-06-08 20:46:33,244",592,378,706,374,1,0,0,0
"2024-06-08 20:46:33,351",591,379,704,375,1,0,0,0
"2024-06-08 20:46:33,450",588,379,702,374,1,0,0,0
"2024-06-08 20:46:33,549",586,378,700,374,1,0,0,0
"2024-06-08 20:46:33,649",587,375,700,372,1,0,0,0
"2024-06-08 20:46:33,748",588,376,701,373,1,0,0,0
"2024-06-08 20:46:33,848",589,376,705,372,1,0,0,0
"2024-06-08 20:46:33,948",589,374,707,372,1,0,0,0
"2024-06-08 20:46:34,049",589,376,702,374,1,0,0,0
"2024-06-08 20:46:34,147",588,376,702,372,1,0,0,0
"2024-06-08 20:46:34,250",590,377,701,374,1,0,0,0
"2024-06-08 20:46:34,344",587,378,701,375,1,0,0,0
"2024-06-08 20:46:34,451",590,379,701,377,1,0,0,0
"2024-06-08 20:46:34,547",589,380,702,377,1,0,0,0
"2024-06-08 20:46:34,650",595,384,710,380,0,0,1,0
"2024-06-08 20:46:34,750",598,386,708,381,0,1,0,0
"2024-06-08 20:46:34,850",,,,,0,0,0,0
"2024-06-08 20:46:34,942",591,379,702,376,1,0,0,0
"2024-06-08 20:46:35,050",590,379,704,376,1,0,0,0
"2024-06-08 20:46:35,145",591,381,705,376,1,0,0,0
"2024-06-08 20:46:35,249",591,381,705,377,1,0,0,0
"2024-06-08 20:46:35,347",590,380,705,375,1,0,0,0
"2024-06-08 20:46:35,455",595,382,711,374,0,1,0,0
"2024-06-08 20:46:35,546",597,380,714,374,0,1,0,0
"2024-06-08 20:46:35,647",603,372,720,366,1,0,0,0
"2024-06-08 20:46:35,745",604,369,721,360,1,0,0,0
"2024-06-08 20:46:35,843",606,366,722,358,1,0,0,0
"2024-06-08 20:46:35,942",610,365,724,358,1,0,0,0
"2024-06-08 20:46:36,044",608,364,724,360,1,0,0,0
"2024-06-08 20:46:36,149",601,364,718,358,1,0,0,0
"2024-06-08 20:46:36,246",604,372,712,367,1,0,0,0
"2024-06-08 20:46:36,347",604,369,714,364,1,0,0,0
"2024-06-08 20:46:36,444",603,366,715,361,1,0,0,0
"2024-06-08 20:46:36,546",599,365,717,360,1,0,0,0
"2024-06-08 20:46:36,643",600,366,715,361,1,0,0,0
"2024-06-08 20:46:36,742",599,365,710,360,1,0,0,0
"2024-06-08 20:46:36,842",598,365,713,360,1,0,0,0
"2024-06-08 20:46:36,945",599,364,714,360,0,1,0,0
"2024-06-08 20:46:37,047",602,360,715,358,0,1,0,0
"2024-06-08 20:46:37,144",604,360,717,357,0,1,0,0
"2024-06-08 20:46:37,245",603,358,715,357,0,0,1,0
"2024-06-08 20:46:37,344",603,358,719,357,0,1,0,0
"2024-06-08 20:46:37,523",295,242,370,240,0,0,1,0
"2024-06-08 20:46:37,574",294,241,369,240,1,0,0,0
"2024-06-08 20:46:37,640",290,241,370,239,1,0,0,0
"2024-06-08 20:46:37,673",289,241,370,240,0,1,0,0
"2024-06-08 20:46:37,739",289,241,369,241,0,1,0,0
"2024-06-08 20:46:37,776",289,242,369,241,0,1,0,0
"2024-06-08 20:46:37,840",289,242,369,241,1,0,0,0
"2024-06-08 20:46:37,906",288,242,369,241,0,1,0,0
"2024-06-08 20:46:37,973",288,242,368,241,0,1,0,0
"2024-06-08 20:46:38,040",288,243,368,241,0,1,0,0
"2024-06-08 20:46:38,108",287,242,368,241,0,1,0,0
"2024-06-08 20:46:38,144",288,242,368,241,0,1,0,0
"2024-06-08 20:46:38,209",288,243,369,242,1,0,0,0
"2024-06-08 20:46:38,273",288,242,369,241,0,1,0,0
"2024-06-08 20:46:38,343",289,243,370,241,1,0,0,0
"2024-06-08 20:46:38,411",289,242,370,241,0,1,0,0
"2024-06-08 20:46:38,477",290,242,370,241,0,1,0,0
"2024-06-08 20:46:38,544",290,242,370,241,0,1,0,0
"2024-06-08 20:46:38,610",289,242,371,241,0,1,0,0
"2024-06-08 20:46:38,676",290,241,371,239,0,0,1,0
"2024-06-08 20:46:38,745",290,241,371,239,0,0,1,0
"2024-06-08 20:46:38,811",291,242,371,240,0,1,0,0
"2024-06-08 20:46:38,877",291,242,372,240,0,1,0,0
"2024-06-08 20:46:38,940",291,242,373,241,0,1,0,0
"2024-06-08 20:46:39,010",290,242,373,241,0,1,0,0
"2024-06-08 20:46:39,077",291,243,372,241,0,1,0,0
"2024-06-08 20:46:39,144",291,244,373,242,0,1,0,0
"2024-06-08 20:46:39,211",290,244,373,243,0,1,0,0
"2024-06-08 20:46:39,277",290,244,373,243,0,1,0,0
"2024-06-08 20:46:39,345",290,244,372,242,0,1,0,0
"2024-06-08 20:46:39,411",289,245,372,243,0,1,0,0
"2024-06-08 20:46:39,477",289,245,372,244,0,1,0,0
"2024-06-08 20:46:39,544",289,245,372,243,0,0,1,0
"2024-06-08 20:46:39,610",289,245,372,244,0,1,0,0
"2024-06-08 20:46:39,678",289,246,372,242,0,1,0,0
"2024-06-08 20:46:39,744",289,245,372,243,0,1,0,0
"2024-06-08 20:46:39,812",289,246,373,243,0,0,1,0
"2024-06-08 20:46:39,877",287,244,372,243,0,1,0,0
"2024-06-08 20:46:39,944",289,245,372,244,0,1,0,0
"2024-06-08 20:46:40,011",288,245,372,244,0,1,0,0
"2024-06-08 20:46:40,077",289,246,372,244,0,1,0,0
"2024-06-08 20:46:40,145",288,246,372,244,0,1,0,0
"2024-06-08 20:46:40,210",289,246,371,244,0,1,0,0
"2024-06-08 20:46:40,278",288,246,372,244,0,1,0,0
"2024-06-08 20:46:40,344",289,247,372,244,0,1,0,0
"2024-06-08 20:46:40,412",287,246,372,244,0,1,0,0
"2024-06-08 20:46:40,477",289,247,372,244,0,1,0,0
"2024-06-08 20:46:40,544",289,246,372,244,0,1,0,0
"2024-06-08 20:46:40,611",288,245,373,244,1,0,0,0
"2024-06-08 20:46:40,678",288,245,373,243,0,1,0,0
"2024-06-08 20:46:40,745",290,246,373,243,0,0,1,0
"2024-06-08 20:46:40,810",289,245,373,243,0,1,0,0
"2024-06-08 20:46:40,877",290,245,373,243,0,1,0,0
"2024-06-08 20:46:40,943",287,248,364,248,1,0,0,0
"2024-06-08 20:46:41,010",284,250,357,248,1,0,0,0
"2024-06-08 20:46:41,077",279,251,350,249,1,0,0,0
"2024-06-08 20:46:41,144",275,253,344,249,1,0,0,0
"2024-06-08 20:46:41,209",269,252,340,249,1,0,0,0
"2024-06-08 20:46:41,274",267,253,339,249,1,0,0,0
"2024-06-08 20:46:41,343",265,253,336,249,1,0,0,0
"2024-06-08 20:46:41,409",261,254,333,250,1,0,0,0
"2024-06-08 20:46:41,476",258,255,332,251,1,0,0,0
"2024-06-08 20:46:41,543",259,255,329,250,1,0,0,0
"2024-06-08 20:46:41,610",256,254,326,248,0,1,0,0
"2024-06-08 20:46:41,676",254,256,324,252,1,0,0,0
"2024-06-08 20:46:41,743",250,256,322,251,1,0,0,0
"2024-06-08 20:46:41,810",252,257,322,252,1,0,0,0
"2024-06-08 20:46:41,876",249,257,319,252,1,0,0,0
"2024-06-08 20:46:41,942",248,258,318,253,1,0,0,0
"2024-06-08 20:46:42,010",249,259,319,254,1,0,0,0
"2024-06-08 20:46:42,075",251,259,319,253,1,0,0,0
"2024-06-08 20:46:42,143",253,258,320,253,1,0,0,0
"2024-06-08 20:46:42,209",252,260,320,254,1,0,0,0
"2024-06-08 20:46:42,276",248,260,320,254,1,0,0,0
"2024-06-08 20:46:42,342",248,261,320,255,1,0,0,0
"2024-06-08 20:46:42,408",248,260,319,253,1,0,0,0
"2024-06-08 20:46:42,477",247,261,320,256,1,0,0,0
"2024-06-08 20:46:42,542",250,261,320,255,1,0,0,0
"2024-06-08 20:46:42,610",248,261,322,255,1,0,0,0
"2024-06-08 20:46:42,676",253,259,326,254,1,0,0,0
"2024-06-08 20:46:42,743",257,256,332,251,1,0,0,0
"2024-06-08 20:46:42,810",260,257,335,252,1,0,0,0
"2024-06-08 20:46:42,875",261,255,336,249,1,0,0,0
"2024-06-08 20:46:42,942",263,254,343,249,1,0,0,0
"2024-06-08 20:46:43,010",266,254,344,249,1,0,0,0
"2024-06-08 20:46:43,076",270,254,348,249,1,0,0,0
"2024-06-08 20:46:43,142",270,253,346,249,1,0,0,0
"2024-06-08 20:46:43,209",273,254,352,250,1,0,0,0
"2024-06-08 20:46:43,274",275,253,355,249,1,0,0,0
"2024-06-08 20:46:43,341",277,249,359,246,0,0,1,0
"2024-06-08 20:46:43,409",279,249,361,246,1,0,0,0
"2024-06-08 20:46:43,474",282,250,363,246,1,0,0,0
"2024-06-08 20:46:43,543",282,248,365,245,0,0,1,0
"2024-06-08 20:46:43,608",281,248,366,245,0,0,1,0
"2024-06-08 20:46:43,676",281,246,367,243,0,1,0,0
"2024-06-08 20:46:43,742",281,245,368,243,0,1,0,0
"2024-06-08 20:46:43,808",280,244,368,242,0,1,0,0
"2024-06-08 20:46:43,876",283,244,370,242,1,0,0,0
"2024-06-08 20:46:43,941",287,245,373,242,0,1,0,0
"2024-06-08 20:46:44,009",295,246,377,244,0,0,1,0
"2024-06-08 20:46:44,075",301,246,382,245,1,0,0,0
"2024-06-08 20:46:44,142",305,246,386,246,0,0,1,0
"2024-06-08 20:46:44,209",304,245,389,246,1,0,0,0
"2024-06-08 20:46:44,275",305,245,392,245,1,0,0,0
"2024-06-08 20:46:44,341",307,246,392,246,1,0,0,0
"2024-06-08 20:46:44,408",311,247,392,247,0,0,1,0
"2024-06-08 20:46:44,475",308,248,389,248,1,0,0,0
"2024-06-08 20:46:44,541",304,250,384,249,1,0,0,0
"2024-06-08 20:46:44,609",301,255,380,252,1,0,0,0
"2024-06-08 20:46:44,675",293,263,369,260,0,1,0,0
"2024-06-08 20:46:44,741",289,270,360,266,1,0,0,0
"2024-06-08 20:46:44,808",,,,,0,0,0,0
"2024-06-08 20:46:44,875",274,282,349,281,1,0,0,0
"2024-06-08 20:46:44,942",271,280,347,280,1,0,0,0
"2024-06-08 20:46:45,008",271,282,344,282,0,1,0,0
"2024-06-08 20:46:45,074",271,286,343,285,1,0,0,0
"2024-06-08 20:46:45,141",270,287,342,286,1,0,0,0
"2024-06-08 20:46:45,207",275,281,352,273,1,0,0,0
"2024-06-08 20:46:45,275",274,280,351,274,1,0,0,0
"2024-06-08 20:46:45,342",270,286,328,281,1,0,0,0
"2024-06-08 20:46:45,408",269,282,351,275,1,0,0,0
"2024-06-08 20:46:45,474",271,286,338,279,1,0,0,0
"2024-06-08 20:46:45,542",271,288,329,284,1,0,0,0
"2024-06-08 20:46:45,608",275,286,344,275,1,0,0,0
"2024-06-08 20:46:45,674",277,280,348,273,1,0,0,0
"2024-06-08 20:46:45,741",277,286,351,283,1,0,0,0
"2024-06-08 20:46:45,808",284,280,354,276,1,0,0,0
"2024-06-08 20:46:45,874",287,279,358,275,1,0,0,0
"2024-06-08 20:46:45,941",290,277,361,275,1,0,0,0
"2024-06-08 20:46:46,008",293,276,362,274,1,0,0,0
"2024-06-08 20:46:46,072",,,,,0,0,0,0
"2024-06-08 20:46:46,141",292,269,367,267,0,1,0,0
"2024-06-08 20:46:46,207",292,271,363,269,1,0,0,0
"2024-06-08 20:46:46,274",290,271,362,269,1,0,0,0
"2024-06-08 20:46:46,342",288,270,361,269,1,0,0,0
"2024-06-08 20:46:46,408",289,270,360,268,1,0,0,0
"2024-06-08 20:46:46,474",288,269,359,266,1,0,0,0
"2024-06-08 20:46:46,542",284,269,359,267,1,0,0,0
"2024-06-08 20:46:46,607",291,270,358,267,1,0,0,0
"2024-06-08 20:46:46,674",294,271,362,270,1,0,0,0
"2024-06-08 20:46:46,741",297,270,369,269,0,0,1,0
"2024-06-08 20:46:46,808",296,267,371,268,0,0,1,0
"2024-06-08 20:46:46,873",298,267,375,266,0,0,1,0
"2024-06-08 20:46:46,941",299,265,375,266,1,0,0,0
"2024-06-08 20:46:47,007",297,266,378,265,0,0,1,0
"2024-06-08 20:46:47,073",298,264,379,265,1,0,0,0
"2024-06-08 20:46:47,141",298,264,378,263,1,0,0,0
"2024-06-08 20:46:47,206",290,260,375,260,1,0,0,0
"2024-06-08 20:46:47,274",288,258,373,258,0,1,0,0
"2024-06-08 20:46:47,338",292,257,375,256,1,0,0,0
"2024-06-08 20:46:47,406",290,259,375,257,0,0,1,0
"2024-06-08 20:46:47,472",289,261,376,257,0,1,0,0
"2024-06-08 20:46:47,540",288,262,376,259,0,1,0,0
"2024-06-08 20:46:47,607",287,263,376,261,1,0,0,0
"2024-06-08 20:46:47,672",293,261,377,261,1,0,0,0
"2024-06-08 20:46:47,740",291,260,376,261,1,0,0,0
"2024-06-08 20:46:47,806",287,263,376,262,1,0,0,0
"2024-06-08 20:46:47,872",287,261,375,261,1,0,0,0
"2024-06-08 20:46:47,940",289,261,375,261,1,0,0,0
"2024-06-08 20:46:48,006",290,262,376,261,1,0,0,0
"2024-06-08 20:46:48,072",290,261,376,261,1,0,0,0
"2024-06-08 20:46:48,138",291,262,374,263,1,0,0,0
"2024-06-08 20:46:48,206",294,262,375,262,1,0,0,0
"2024-06-08 20:46:48,273",294,263,375,262,1,0,0,0
"2024-06-08 20:46:48,339",294,262,375,261,1,0,0,0
"2024-06-08 20:46:48,405",295,262,375,261,1,0,0,0
"2024-06-08 20:46:48,471",296,263,375,262,1,0,0,0
"2024-06-08 20:46:48,538",295,263,375,262,1,0,0,0
"2024-06-08 20:46:48,605",295,263,374,262,1,0,0,0
"2024-06-08 20:46:48,673",296,263,374,262,1,0,0,0
"2024-06-08 20:46:48,738",296,263,373,262,1,0,0,0
"2024-06-08 20:46:48,805",295,262,374,261,1,0,0,0
"2024-06-08 20:46:48,871",296,263,374,263,1,0,0,0
"2024-06-08 20:46:48,938",294,263,374,263,1,0,0,0
"2024-06-08 20:46:49,002",294,263,375,262,1,0,0,0
"2024-06-08 20:46:49,073",294,263,375,263,1,0,0,0
"2024-06-08 20:46:49,140",296,263,377,263,1,0,0,0
"2024-06-08 20:46:49,206",297,262,378,261,1,0,0,0
"2024-06-08 20:46:49,273",298,262,383,261,0,0,1,0
"2024-06-08 20:46:49,339",302,262,384,261,1,0,0,0
"2024-06-08 20:46:49,404",302,261,387,260,1,0,0,0
"2024-06-08 20:46:49,472",303,260,386,260,1,0,0,0
"2024-06-08 20:46:49,539",305,259,387,258,1,0,0,0
"2024-06-08 20:46:49,606",306,259,388,258,1,0,0,0
"2024-06-08 20:46:49,672",307,259,389,258,1,0,0,0
"2024-06-08 20:46:49,739",308,259,389,258,1,0,0,0
"2024-06-08 20:46:49,806",308,260,391,258,1,0,0,0
"2024-06-08 20:46:49,873",308,259,391,258,1,0,0,0
"2024-06-08 20:46:49,940",309,260,392,258,1,0,0,0
"2024-06-08 20:46:50,004",309,260,393,259,1,0,0,0
"2024-06-08 20:46:50,071",310,260,392,259,1,0,0,0
"2024-06-08 20:46:50,137",312,260,393,259,1,0,0,0
"2024-06-08 20:46:50,204",312,259,394,259,1,0,0,0
"2024-06-08 20:46:50,270",311,257,394,258,1,0,0,0
"2024-06-08 20:46:50,337",312,257,395,257,0,0,1,0
"2024-06-08 20:46:50,403",311,256,396,257,1,0,0,0
"2024-06-08 20:46:50,470",314,256,396,256,0,0,1,0
"2024-06-08 20:46:50,538",312,256,396,258,1,0,0,0
"2024-06-08 20:46:50,603",312,256,395,257,1,0,0,0
"2024-06-08 20:46:50,671",312,256,395,257,1,0,0,0
"2024-06-08 20:46:50,737",311,255,393,256,1,0,0,0
"2024-06-08 20:46:50,807",311,256,393,255,1,0,0,0
"2024-06-08 20:46:50,872",310,255,391,254,1,0,0,0
"2024-06-08 20:46:50,939",307,253,390,252,1,0,0,0
"2024-06-08 20:46:51,008",307,253,388,250,1,0,0,0
"2024-06-08 20:46:51,074",304,252,387,250,1,0,0,0
"2024-06-08 20:46:51,137",304,252,386,249,1,0,0,0
"2024-06-08 20:46:51,202",302,252,385,249,1,0,0,0
"2024-06-08 20:46:51,270",296,249,383,247,1,0,0,0
"2024-06-08 20:46:51,339",299,249,382,248,1,0,0,0
"2024-06-08 20:46:51,406",299,250,380,248,1,0,0,0
"2024-06-08 20:46:51,472",299,251,376,248,1,0,0,0
"2024-06-08 20:46:51,536",298,252,381,250,0,0,1,0
"2024-06-08 20:46:51,605",299,252,381,251,0,0,1,0
"2024-06-08 20:46:51,672",296,251,379,250,1,0,0,0
"2024-06-08 20:46:51,738",296,252,377,250,1,0,0,0
"2024-06-08 20:46:51,806",295,252,377,249,1,0,0,0
"2024-06-08 20:46:51,872",295,250,377,248,1,0,0,0
"2024-06-08 20:46:51,937",297,251,378,248,1,0,0,0
"2024-06-08 20:46:52,004",298,250,378,248,0,0,1,0
"2024-06-08 20:46:52,072",299,248,379,246,0,0,1,0
"2024-06-08 20:46:52,138",300,249,381,247,1,0,0,0
"2024-06-08 20:46:52,205",301,249,382,248,1,0,0,0
"2024-06-08 20:46:52,271",303,249,383,248,1,0,0,0
"2024-06-08 20:46:52,338",303,250,384,248,0,0,1,0
"2024-06-08 20:46:52,401",303,248,384,248,1,0,0,0
"2024-06-08 20:46:52,466",304,249,384,248,1,0,0,0
"2024-06-08 20:46:52,538",304,248,384,248,0,0,1,0
"2024-06-08 20:46:52,604",304,248,384,247,1,0,0,0
"2024-06-08 20:46:52,671",304,248,384,248,1,0,0,0
"2024-06-08 20:46:52,737",305,248,384,247,1,0,0,0
"2024-06-08 20:46:52,804",301,248,384,248,1,0,0,0
"2024-06-08 20:46:52,871",303,249,382,248,1,0,0,0
"2024-06-08 20:46:52,938",302,248,382,248,1,0,0,0
"2024-06-08 20:46:53,005",300,248,381,247,0,1,0,0
"2024-06-08 20:46:53,072",299,247,381,247,0,1,0,0
"2024-06-08 20:46:53,136",300,248,380,247,0,0,1,0
"2024-06-08 20:46:53,201",297,248,377,246,1,0,0,0
"2024-06-08 20:46:53,271",298,248,377,246,0,0,1,0
"2024-06-08 20:46:53,337",298,248,377,247,1,0,0,0
"2024-06-08 20:46:53,403",297,247,376,246,0,0,1,0
"2024-06-08 20:46:53,471",297,247,375,247,1,0,0,0
"2024-06-08 20:46:53,538",297,247,377,247,1,0,0,0
"2024-06-08 20:46:53,605",297,246,380,246,1,0,0,0
"2024-06-08 20:46:53,670",298,246,380,247,1,0,0,0
"2024-06-08 20:46:53,736",300,248,380,248,1,0,0,0
"2024-06-08 20:46:53,804",299,247,380,247,1,0,0,0
"2024-06-08 20:46:53,870",301,248,382,247,1,0,0,0
"2024-06-08 20:46:53,938",301,249,381,247,1,0,0,0
"2024-06-08 20:46:54,003",302,249,383,248,1,0,0,0
"2024-06-08 20:46:54,069",302,249,383,248,1,0,0,0
"2024-06-08 20:46:54,134",303,249,384,247,1,0,0,0
"2024-06-08 20:46:54,203",300,249,383,248,1,0,0,0
"2024-06-08 20:46:54,272",299,250,384,248,1,0,0,0
"2024-06-08 20:46:54,336",303,251,384,249,0,0,1,0
"2024-06-08 20:46:54,402",300,249,383,248,1,0,0,0
"2024-06-08 20:46:54,469",302,249,382,248,1,0,0,0
"2024-06-08 20:46:54,514",299,249,381,248,1,0,0,0
"2024-06-08 20:46:54,573",300,251,378,249,1,0,0,0
"2024-06-08 20:46:54,635",292,251,377,249,1,0,0,0
"2024-06-08 20:46:54,704",293,250,376,249,1,0,0,0
"2024-06-08 20:46:54,768",292,251,379,250,1,0,0,0
"2024-06-08 20:46:54,835",292,251,378,249,1,0,0,0
"2024-06-08 20:46:54,902",291,251,376,249,1,0,0,0
"2024-06-08 20:46:54,968",293,251,375,250,1,0,0,0
"2024-06-08 20:46:55,037",293,253,375,251,1,0,0,0
"2024-06-08 20:46:55,102",291,251,376,250,1,0,0,0
"2024-06-08 20:46:55,168",291,252,376,250,1,0,0,0
"2024-06-08 20:46:55,235",292,254,375,252,1,0,0,0
"2024-06-08 20:46:55,301",291,252,376,250,1,0,0,0
"2024-06-08 20:46:55,369",291,252,378,249,1,0,0,0
"2024-06-08 20:46:55,434",297,252,378,250,1,0,0,0
"2024-06-08 20:46:55,503",290,251,379,249,0,1,0,0
"2024-06-08 20:46:55,571",297,252,378,250,1,0,0,0
"2024-06-08 20:46:55,637",297,250,379,249,0,1,0,0
"2024-06-08 20:46:55,704",,,,,0,0,0,0
"2024-06-08 20:46:55,768",296,227,379,246,0,0,1,0
"2024-06-08 20:46:55,836",299,228,379,247,0,0,1,0
"2024-06-08 20:46:55,904",299,227,380,245,0,0,1,0
"2024-06-08 20:46:55,969",,,,,0,0,0,0
"2024-06-08 20:46:56,035",,,,,0,0,0,0
"2024-06-08 20:46:56,102",,,,,0,0,0,0
"2024-06-08 20:46:56,169",301,228,382,246,0,0,1,0
"2024-06-08 20:46:56,237",,,,,0,0,0,0
"2024-06-08 20:46:56,302",280,233,382,247,0,1,0,0
"2024-06-08 20:46:56,371",299,227,383,246,0,0,1,0
"2024-06-08 20:46:56,436",,,,,0,0,0,0
"2024-06-08 20:46:56,502",302,229,381,232,0,0,1,0
"2024-06-08 20:46:56,570",303,229,379,233,0,0,1,0
"2024-06-08 20:46:56,637",304,230,381,250,0,0,1,0
"2024-06-08 20:46:56,703",294,231,380,249,0,1,0,0
"2024-06-08 20:46:56,766",303,229,378,248,0,0,1,0
"2024-06-08 20:46:56,801",297,228,377,247,0,1,0,0
"2024-06-08 20:46:56,869",298,228,375,245,0,1,0,0
"2024-06-08 20:46:56,936",300,228,374,245,1,0,0,0
"2024-06-08 20:46:57,003",281,229,372,244,0,1,0,0
"2024-06-08 20:46:57,071",283,229,371,243,1,0,0,0
"2024-06-08 20:46:57,136",280,229,371,244,1,0,0,0
"2024-06-08 20:46:57,203",280,229,371,244,0,1,0,0
"2024-06-08 20:46:57,240",280,228,371,245,0,1,0,0
"2024-06-08 20:46:57,303",,,,,0,0,0,0
"2024-06-08 20:46:57,370",284,228,373,243,0,0,1,0
"2024-06-08 20:46:57,436",274,228,373,243,0,1,0,0
"2024-06-08 20:46:57,503",277,227,374,243,0,1,0,0
"2024-06-08 20:46:57,570",279,227,374,243,0,1,0,0
"2024-06-08 20:46:57,636",284,227,373,242,0,0,1,0
"2024-06-08 20:46:57,703",291,226,372,240,0,0,1,0
"2024-06-08 20:46:57,771",279,226,371,241,0,0,1,0
"2024-06-08 20:46:57,836",280,226,372,239,0,0,1,0
"2024-06-08 20:46:57,903",284,226,370,239,0,0,1,0
"2024-06-08 20:46:57,970",283,225,372,239,0,0,1,0
"2024-06-08 20:46:58,036",280,226,372,239,0,0,1,0
"2024-06-08 20:46:58,103",282,226,371,240,0,0,1,0
"2024-06-08 20:46:58,170",284,225,372,239,0,0,1,0
"2024-06-08 20:46:58,237",280,226,373,239,0,0,1,0
"2024-06-08 20:46:58,302",283,225,373,239,0,0,1,0
"2024-06-08 20:46:58,370",282,226,372,240,0,1,0,0
"2024-06-08 20:46:58,436",283,225,373,239,0,0,1,0
"2024-06-08 20:46:58,503",283,226,373,240,0,0,1,0
"2024-06-08 20:46:58,569",284,225,373,239,0,0,1,0
"2024-06-08 20:46:58,636",282,226,373,240,0,0,1,0
"2024-06-08 20:46:58,703",,,,,0,0,0,0
"2024-06-08 20:46:58,768",,,,,0,0,0,0
"2024-06-08 20:46:58,835",281,225,372,240,0,0,1,0
"2024-06-08 20:46:58,903",281,225,371,240,0,0,1,0
"2024-06-08 20:46:58,969",284,225,372,240,0,0,1,0
"2024-06-08 20:46:59,036",282,225,371,239,0,0,1,0
"2024-06-08 20:46:59,103",283,225,371,239,0,0,1,0
"2024-06-08 20:46:59,170",279,226,370,239,0,1,0,0
"2024-06-08 20:46:59,236",281,225,369,238,0,0,1,0
"2024-06-08 20:46:59,302",281,225,370,238,0,0,1,0
"2024-06-08 20:46:59,369",279,226,369,239,0,0,1,0
"2024-06-08 20:46:59,435",283,225,370,239,0,0,1,0
"2024-06-08 20:46:59,503",280,225,370,239,0,1,0,0
"2024-06-08 20:46:59,568",280,225,370,238,0,0,1,0
"2024-06-08 20:46:59,636",281,225,370,238,0,0,1,0
"2024-06-08 20:46:59,702",280,225,370,238,0,0,1,0
"2024-06-08 20:46:59,769",279,225,370,239,0,1,0,0
"2024-06-08 20:46:59,835",,,,,0,0,0,0
"2024-06-08 20:46:59,901",,,,,0,0,0,0
"2024-06-08 20:46:59,968",279,225,370,239,0,1,0,0
"2024-06-08 20:47:00,034",,,,,0,0,0,0
"2024-06-08 20:47:00,102",284,226,370,238,0,0,1,0
"2024-06-08 20:47:00,169",,,,,0,0,0,0
"2024-06-08 20:47:00,234",,,,,0,0,0,0
"2024-06-08 20:47:00,301",277,225,368,239,0,0,1,0
"2024-06-08 20:47:00,369",276,225,368,239,0,1,0,0
"2024-06-08 20:47:00,435",274,226,366,240,0,1,0,0
"2024-06-08 20:47:00,502",,,,,0,0,0,0
"2024-06-08 20:47:00,568",,,,,0,0,0,0
"2024-06-08 20:47:00,634",,,,,0,0,0,0
"2024-06-08 20:47:00,701",,,,,0,0,0,0
"2024-06-08 20:47:00,768",,,,,0,0,0,0
"2024-06-08 20:47:00,833",,,,,0,0,0,0
"2024-06-08 20:47:00,901",263,245,363,242,0,1,0,0
